id	pass	pass_theme	name	problem	mechanism	donor	why_missed	benefit	friction	machine_cost	risks	test	related	related_ids	novelty	verdict
L085	7	Evolution donor	Niche construction	[pass] content never improves by selection	the learner changes his environment (forge)	niche construction theory (Odling-Smee)	[pass] materials are written once	[pass] representations and items that improve by selection on delayed outcomes	L	M	[pass] overfitting to one learner	[pass] fitness trends with n	[computed] Reenactment with the learner's life; Niche partitioning of sessions	O5120 O7020	KNOWN	[computed] M:Representation tournament
L086	7	Evolution donor	Genetic algorithm ordering	[pass] content never improves by selection	evolve session order	evolutionary curriculum search	[pass] materials are written once	[pass] representations and items that improve by selection on delayed outcomes	L	M	rejected: cost exceeds value	[pass] fitness trends with n	[computed] Click forecasting; Session standard	O4405 L407	KNOWN	R:COST
L087	7	Evolution donor	Red Queen difficulty	[pass] content never improves by selection	items stay just ahead	difficulty adaptation	[pass] materials are written once	[pass] representations and items that improve by selection on delayed outcomes	L	M	[pass] overfitting to one learner	[pass] fitness trends with n	[computed] Alien item difficulty calibration; Hormesis	O5213 L069	KNOWN	[computed] M:Representation tournament
L088	7	Evolution donor	Sexual selection for beauty	[pass] content never improves by selection	sessions judged by learner-rated beauty so the attractive ones survive	sexual selection (biology)	[pass] materials are written once	[pass] representations and items that improve by selection on delayed outcomes	L	M	rejected: decoration or gamification	[pass] fitness trends with n	[computed] Learner authors sessions; Cliffhangers	L508 L225	KNOWN	R:SLOP
L089	7	Evolution donor	Punctuated weeks	[pass] content never improves by selection	occasional big-idea weeks	punctuated equilibrium (Eldredge & Gould)	[pass] materials are written once	[pass] representations and items that improve by selection on delayed outcomes	L	M	[pass] overfitting to one learner	[pass] fitness trends with n	[computed] Character anchors; One idea per session	L230 O4413	KNOWN	S
L090	7	Evolution donor	Horizontal transfer	[pass] content never improves by selection	a representation that won for one primitive is tried on another	horizontal gene transfer	[pass] materials are written once	[pass] representations and items that improve by selection on delayed outcomes	L	M	[pass] overfitting to one learner	[pass] fitness trends with n	[computed] Representation crossover; One idea per session	O4803 O4413	KNOWN	S
L091	7	Evolution donor	Fossil beliefs	[pass] content never improves by selection	old beliefs kept with dates	belief versioning	[pass] materials are written once	[pass] representations and items that improve by selection on delayed outcomes	L	M	[pass] overfitting to one learner	[pass] fitness trends with n	[computed] Invention log; Wrongness as tuition	O5808 O4108	KNOWN	S
L092	8	Control-theory donor	Dose controller	[pass] adaptation oscillates or overreacts	weekly minutes with a set point and damping	setpoint control	[pass] teachers adjust by feel	[pass] stable adaptation that respects delays	L	M	[pass] sluggish response	[pass] success rate and minutes stay near set points	[computed] Homeostatic time budget; Set-point drift	L068 L099	KNOWN	S
L093	8	Control-theory donor	Success-rate controller	[pass] adaptation oscillates or overreacts	keep success near 70–85%	"85% rule" (Wilson et al. 2019)	[pass] teachers adjust by feel	[pass] stable adaptation that respects delays	L	M	[pass] sluggish response	[pass] success rate and minutes stay near set points	[computed] Bureaucracy minimum; Pattern separation	L400 L334	KNOWN	S
L094	8	Control-theory donor	Delay-aware evaluation	[pass] adaptation oscillates or overreacts	judge a pedagogy change after its delay	control with dead time	[pass] teachers adjust by feel	[pass] stable adaptation that respects delays	L	M	[pass] sluggish response	[pass] success rate and minutes stay near set points	[computed] Incubation period; One pedagogy change per week	O7009 O6502	KNOWN	S
L095	8	Control-theory donor	State observer	[pass] adaptation oscillates or overreacts	estimate understanding from noisy signals	knowledge tracing	[pass] teachers adjust by feel	[pass] stable adaptation that respects delays	L	M	[pass] sluggish response	[pass] success rate and minutes stay near set points	[computed] Signal vs capability; Orders of magnitude	L285 L342	KNOWN	[computed] M:Dose controller
L096	8	Control-theory donor	Gain scheduling	[pass] adaptation oscillates or overreacts	big steps for novices, small for experts	gain scheduling (control engineering)	[pass] teachers adjust by feel	[pass] stable adaptation that respects delays	L	M	[pass] sluggish response	[pass] success rate and minutes stay near set points	[computed] Microcode; Expert blind-spot map	L138 L207	KNOWN	S
L097	8	Control-theory donor	Anti-windup	[pass] adaptation oscillates or overreacts	backlog never accumulates	integrator anti-windup	[pass] teachers adjust by feel	[pass] stable adaptation that respects delays	L	M	[pass] sluggish response	[pass] success rate and minutes stay near set points	[computed] No-backlog return; No deadlock	O6406 L151	KNOWN	S
L098	8	Control-theory donor	Calendar feedforward	[pass] adaptation oscillates or overreacts	exam week shrinks the dose in advance	feedforward control	[pass] teachers adjust by feel	[pass] stable adaptation that respects delays	L	M	[pass] sluggish response	[pass] success rate and minutes stay near set points	[computed] Self-shrinking dose; Backpressure	L487 L179	KNOWN	S
L099	8	Control-theory donor	Set-point drift	[pass] adaptation oscillates or overreacts	detect when goals changed	adaptive setpoints	[pass] teachers adjust by feel	[pass] stable adaptation that respects delays	L	M	[pass] sluggish response	[pass] success rate and minutes stay near set points	[computed] Dose controller; Homeostatic time budget	L092 L068	KNOWN	S
L100	8	Control-theory donor	One change per week	[pass] adaptation oscillates or overreacts	never change two pedagogy variables at once	experimental design	[pass] teachers adjust by feel	[pass] stable adaptation that respects delays	L	M	[pass] sluggish response	[pass] success rate and minutes stay near set points	[computed] One pedagogy change per week; Co-op	O6502 L219	KNOWN	S
L101	8	Control-theory donor	Bang-bang sessions	[pass] adaptation oscillates or overreacts	all or nothing	bang-bang control	[pass] teachers adjust by feel	[pass] stable adaptation that respects delays	L	M	rejected: contradicted by evidence	[pass] success rate and minutes stay near set points	[computed] Circadian gate; Live data sessions	L074 L436	KNOWN	R:EVID
L102	8	Control-theory donor	PID review gaps	[pass] adaptation oscillates or overreacts	tune gaps by error	SRS schedulers	[pass] teachers adjust by feel	[pass] stable adaptation that respects delays	L	M	[pass] sluggish response	[pass] success rate and minutes stay near set points	[computed] Error patterns; Debug a wrong explanation	L202 L048	KNOWN	[computed] M:Dose controller
L103	8	Control-theory donor	Controllability check	[pass] adaptation oscillates or overreacts	can the system influence this capability at all?	controllability (Kalman)	[pass] teachers adjust by feel	[pass] stable adaptation that respects delays	L	M	[pass] sluggish response	[pass] success rate and minutes stay near set points	[computed] AI-off days; Release notes to the learner	O6003 O6519	KNOWN	S
L104	8	Control-theory donor	Oscillation alarm	[pass] adaptation oscillates or overreacts	detect engagement swings	limit-cycle detection	[pass] teachers adjust by feel	[pass] stable adaptation that respects delays	L	M	[pass] sluggish response	[pass] success rate and minutes stay near set points	[computed] Reward-prediction engagement; Avoidance detector	L330 L477	KNOWN	S
L105	9	Information-theory donor	Information-gain item choice	[pass] items and representations waste information	ask what most reduces uncertainty about the learner	computerized adaptive testing	[pass] tests are not designed for information gain	[pass] each item and picture chosen for what it reveals	L	M	[pass] false precision	[pass] information per item vs outcome	[computed] Reasonable-person test; Serendipity budget	O6908 O6211	KNOWN	[computed] M:Mutual information of primitives
L106	9	Information-theory donor	Surprise-weighted memory	[pass] items and representations waste information	committed prediction → surprise → memory	Brod et al. 2018	[pass] tests are not designed for information gain	[pass] each item and picture chosen for what it reveals	L	M	[pass] false precision	[pass] information per item vs outcome	[computed] Prediction error; Predict before tell	L327 L002	KNOWN	S
L107	9	Information-theory donor	Term budget per step	[pass] items and representations waste information	at most two new terms per step	cognitive load	[pass] tests are not designed for information gain	[pass] each item and picture chosen for what it reveals	L	M	[pass] false precision	[pass] information per item vs outcome	[computed] Perspective count limit; Hook budget cap	O5511 O5618	KNOWN	S
L108	9	Information-theory donor	Redundant encoding	[pass] items and representations waste information	two representations for robustness	dual coding (Paivio)	[pass] tests are not designed for information gain	[pass] each item and picture chosen for what it reveals	L	M	[pass] false precision	[pass] information per item vs outcome	[computed] Redundant representation for key ideas; Co-op	O7204 L219	KNOWN	S
L109	9	Information-theory donor	Explanation compression	[pass] items and representations waste information	shortest explanation that keeps the truth	minimum description length	[pass] tests are not designed for information gain	[pass] each item and picture chosen for what it reveals	L	M	[pass] false precision	[pass] information per item vs outcome	[computed] Kolmogorov simplicity; Truth institutions	L113 L413	KNOWN	S
L110	9	Information-theory donor	Answer entropy as confusion	[pass] items and representations waste information	spread of answers flags confusion	entropy of response distributions	[pass] tests are not designed for information gain	[pass] each item and picture chosen for what it reveals	L	M	[pass] false precision	[pass] information per item vs outcome	[computed] Appeals; Answer-first AI tutor	L396 O6011	KNOWN	S
